A,Y,C
0.051245568,-0.995845543,0
0.679227379,-1.112146049,0
-0.366958396,-1.718547668,0
-0.235863416,0.009218435,0
0.128064511,0.092990262,0
0.20779365,-1.194730495,0
-1.601524388,-0.025879179,0
-0.263226629,-0.400684397,0
-0.941996799,-0.603969321,0
-1.323459629,-0.378008778,0
-0.57743099,-0.083960416,0
-0.17176487,0.102238433,0
-0.199551879,-1.017823748,0
-1.948403973,-2.015616094,0
-0.800885573,0.435839732,0
-0.346896399,-1.339758116,0
-1.94786214,1.064620352,0
-0.497865138,0.233945876,0
-0.566046399,-0.65727194,0
-0.707940408,-0.694531324,0
-0.086783882,0.417247484,0
-1.318963903,1.274478098,0
-0.308528637,0.126106179,0
0.729706316,-0.701507447,0
-0.930791193,0.26965377,0
0.759279265,-0.949065951,0
-0.445364105,-0.377800823,0
-1.132476539,-1.399882209,0
0.514724674,-1.51706643,0
-0.525225572,-0.036834251,0
-1.514597748,0.304820788,0
0.141093725,-0.624270337,0
-0.109349316,-1.821611639,0
0.611942482,-1.287862021,0
-2.498848721,-0.122916569,0
-0.452510088,-1.460076041,0
0.52545993,-0.688884585,0
-2.168752984,0.878867572,0
-0.847868541,-0.648393459,0
-0.728405765,1.003626187,0
-1.89245761,-0.074538357,0
-1.046067526,0.501685403,0
-1.058978661,-1.614286005,0
-1.476868878,-1.692542672,0
-1.122486324,0.264627017,0
-1.448291114,-2.196161287,0
-1.774302279,0.526950684,0
-1.49204063,-0.114448709,0
-0.314634879,-0.306843833,0
0.557472212,-0.645991226,0
-1.99931606,1.360186111,0
0.181167372,-2.391595674,0
-0.23650395,-0.338859016,0
-1.445392839,1.045027343,0
-0.762909685,-0.372320321,0
0.566897298,-0.261157044,0
-2.797809068,1.132679259,0
-2.128814538,-0.003598367,0
0.49484511,-0.643917309,0
-0.286520347,-1.101432823,0
-0.5451837,0.518064675,0
0.658109014,-1.322645902,0
-0.032465264,-1.29008993,0
0.034281583,-0.37603721,0
-1.736668897,0.755678862,0
-0.411231325,-0.557241837,0
0.464082132,-1.461162458,0
-0.462370021,-2.133865114,0
-0.814807129,0.493961314,0
-0.896918152,0.415961202,0
-0.438220533,-0.691000321,0
-0.867776611,0.100798328,0
-0.672352731,0.379316629,0
-1.122370247,-0.243373285,0
0.099969097,-1.518329715,0
0.029273785,-0.937173632,0
-1.268339505,0.054317612,0
-0.102483463,-0.076751539,0
-1.004763148,-1.077927527,0
-1.563708089,0.719975323,0
-0.635033296,-1.00705107,0
1.013227974,-0.982846481,0
0.724126942,-2.095480885,0
0.695867897,-1.048322723,0
-1.34154648,-0.590922467,0
-0.208670348,0.473241691,0
-1.190669754,-0.760791843,0
0.416192195,-0.856314172,0
0.228258403,-0.255086138,0
-0.343880297,-1.820544044,0
-0.278926414,0.290451077,0
0.973545513,-2.045646297,0
-2.040492073,-1.001194446,0
-0.536272124,0.171649425,0
-1.143868158,0.119544831,0
-2.600673907,-1.323241729,0
-0.576507867,0.021940055,0
-1.652760859,0.483777293,0
-0.272024726,-0.401321285,0
-0.462870138,-0.553898,0
-0.056703346,-0.291594075,0
-0.941779623,-1.358135116,0
-1.296365274,-0.577507538,0
-0.930086178,-0.323404808,0
-0.23162099,0.322671954,0
0.143653559,0.119184329,0
-0.390201759,-2.315337652,0
-0.849851719,-1.900290313,0
-1.595397069,0.516437707,0
-1.130905054,-0.152998483,0
0.885021755,-0.8040462,0
-2.676449797,0.04031365,0
0.142857897,-0.687540619,0
-1.060777894,-0.883283326,0
-2.789478299,-0.654601311,0
-1.874366691,0.853615037,0
-1.499817948,-0.061857105,0
0.42401888,-0.185876061,0
0.599790163,-0.240911009,0
-0.430718585,-0.316409386,0
-2.620646319,1.937243044,0
-1.400596644,-1.500484554,0
-0.346040696,0.806566519,0
-1.642748738,0.783991239,0
-1.215252366,-0.113070832,0
-0.4551188,-0.742763309,0
-0.787445623,-0.434756316,0
0.016789255,-1.23275563,0
-0.786702778,1.347618236,0
-1.677882894,-0.233096638,0
-1.809184074,0.910403987,0
-1.004095016,-0.883676542,0
-1.745749525,-0.709234837,0
1.287179419,-0.34732785,0
-0.068013985,-0.340493955,0
0.403933794,-1.324146794,0
0.473234907,-1.413211142,0
0.444545392,-1.103983531,0
0.839387893,-1.522759818,0
-0.685545535,-0.165320172,0
-0.689750693,-1.918119221,0
0.814038007,-1.614713031,0
0.266176918,-0.845461906,0
-1.082362842,-2.241838876,0
-1.571436925,-0.789527202,0
-0.51197825,0.540920501,0
-0.417066881,-0.332424477,0
-2.040517164,0.257964678,0
-1.456117259,-0.919026846,0
-1.473325407,0.034056248,0
0.15796979,-0.902283457,0
0.155768093,-1.016923828,0
-0.75323139,-1.842696709,0
1.174291391,-0.829891213,0
-0.571007507,-0.182305305,0
0.296628842,-0.662578377,0
0.798587775,-3.426535429,0
-1.883634231,0.093195955,0
-0.553930997,0.866345422,0
0.83735834,-1.353005665,0
0.561665969,-2.628824702,0
-2.607972552,-1.006456004,0
-0.533382158,-1.564340209,0
0.221647224,-0.69232699,0
-0.501590693,1.081799174,0
-0.08616152,-1.118658404,0
0.611554245,-1.447974802,0
-0.199806398,0.515171473,0
0.347415421,-0.876235712,0
-0.011184484,-0.791764974,0
-1.48590094,0.463807975,0
0.194778582,-0.726640758,0
1.302445844,-1.973829932,0
-1.702106505,-1.27063681,0
-1.287640568,-0.870653814,0
-0.066555081,-0.48234507,0
-0.333882808,-0.874476412,0
-0.465487684,-1.331593938,0
-0.431717762,-0.484569233,0
-1.688040468,0.809592336,0
-0.360850781,0.392141583,0
-1.03615207,-1.1506367,0
1.290244892,-1.09723172,0
1.10466637,-2.338981769,0
0.256688233,-1.393442863,0
-1.321917061,-0.797853563,0
-2.076779412,-0.8305584,0
-1.00330217,-1.289356928,0
-0.726262454,0.816738709,0
-0.118855922,-0.256603925,0
-0.700547374,0.519907347,0
0.438128894,-1.058183135,0
-1.82050828,-0.462573831,0
-0.209803121,-0.21245406,0
-1.511300383,-1.019890514,0
0.480924643,-0.363201633,0
-0.776314611,-0.213009874,0
-0.634707943,0.252230113,0
0.249493178,-1.077671137,0
1.198356073,-1.487471313,0
-0.042768697,-0.384040012,0
-0.774075744,0.455733217,0
-1.281062085,-0.30840882,0
1.027851088,-2.313115664,0
0.937962186,-1.248898483,0
-0.038885788,-0.274108757,0
-0.624628421,-0.738099967,0
-1.545408004,-0.783286096,0
-0.825582152,-0.134338758,0
-1.041942475,-0.679234817,0
-0.67304333,-0.269481045,0
-0.287729028,-0.439576013,0
0.154565171,0.599144471,0
-0.661107841,-0.20099145,0
0.260926114,-1.746087036,0
-1.146916289,0.645513933,0
1.156868253,-2.158294869,0
-0.0872363,-1.052239284,0
-0.8138038,0.144339601,0
-0.56709275,0.759002685,0
1.329456818,-1.865988232,0
-0.128728137,-0.407702965,0
-0.021626796,-0.115642388,0
-0.796202886,-0.054887365,0
-0.285190511,0.251629291,0
-0.288422332,-0.548240745,0
-1.473418721,0.627818857,0
-0.296412866,-0.28124468,0
-0.936725296,-1.164438566,0
1.395130467,-1.71247858,0
-1.444047124,-1.384847151,0
-0.367138597,-0.606456401,0
-0.042678376,0.059138069,0
0.101093077,-0.584584011,0
-2.138116979,-0.441692113,0
-0.901247449,0.245022578,0
-0.702447689,-0.248327146,0
-0.179028454,-1.164288976,0
0.032480039,-0.042617035,0
-2.571343071,-1.033317668,0
-1.915265464,0.196218127,0
-0.293762034,-1.268979531,0
-1.222413182,-0.606233936,0
0.566895883,-0.4925113,0
-0.012295309,-1.330114403,0
-1.06744964,-2.105596299,0
-0.846868277,0.238245476,0
0.798718394,-1.803043042,0
-2.020370743,-1.613539455,0
0.085578295,-1.456297256,0
-1.278851127,0.063373787,0
-2.671215081,-0.452051998,0
-0.320677498,0.052846485,0
-0.91449877,-0.171228792,0
-0.876645394,-0.975302788,0
-1.431436452,-0.106260427,0
-0.491351694,-1.265662202,0
-0.908166396,-0.623723532,0
-0.630209898,-1.922005688,0
-0.945397154,1.063600433,0
-3.157319776,0.430392578,0
-0.969576832,-0.429192529,0
-0.124008075,-0.516155719,0
-0.890359184,-1.160722038,0
-0.057995352,-0.821871409,0
-0.028190692,-0.050588236,0
-0.782153122,-1.140223894,0
0.347103906,-1.401815311,0
-0.080087399,-1.311144568,0
0.411952131,-0.20772627,0
-0.140583532,0.139504254,0
0.115385534,-0.774388114,0
-1.232907434,0.059169619,0
0.44966611,-0.689473338,0
1.477995238,-1.511393834,0
0.212412089,-0.194454929,0
0.650236016,-1.383438029,0
-0.174307744,0.173485034,0
-1.69358403,0.617930496,0
-1.019453581,-1.906005782,0
-0.888565613,1.038249392,0
0.476511116,-0.843439615,0
-0.472152251,-0.17980893,0
0.091521264,-1.239370382,0
-0.466057317,0.92258943,0
0.416119171,-1.408579506,0
1.170685266,-0.819933921,0
0.488548143,-0.933904941,0
-2.13571943,-1.417154185,0
-1.634788466,0.63749925,0
-0.81531901,-1.095494643,0
-0.7293059,-0.782985014,0
-1.26911461,0.269863122,0
0.481568455,-1.244214517,0
-0.820391679,-1.049935981,0
-1.388216755,0.787711279,0
-0.533275712,-0.27549857,0
0.680953628,-0.079674464,0
-1.199081888,-0.622192731,0
-0.845803632,0.204318001,0
-0.831449917,0.696788088,0
0.012870103,-0.440333684,0
0.24465806,-0.33244343,0
-0.610024308,-0.764567332,0
0.236703512,-1.86976703,0
-0.76845235,-1.336692905,0
-0.229358825,-0.529622273,0
-0.815411665,-2.128795489,0
-0.051936295,-1.194732826,0
-0.740648878,0.563893871,0
-0.645820294,-0.962935475,0
0.679115261,-1.149351173,0
-0.402821002,-1.714186493,0
-0.525973865,-0.869367289,0
0.378624886,-0.818434925,0
-0.763740221,0.328340364,0
-0.881872093,-0.256104376,0
-1.418956814,0.833207424,0
-0.488072899,-2.039899678,0
-0.738327051,-1.006035483,0
1.467624796,-1.677838511,0
-1.055521314,0.168280019,0
-0.376071359,-0.637285253,0
-1.06365899,-1.409999021,0
-0.488062239,1.032929976,0
1.205003052,-1.982929825,0
-0.387345988,-0.217472646,0
-0.200125661,-0.244684411,0
-1.084473302,0.318437701,0
-0.442168536,-1.246699081,0
-0.056489812,-0.115895414,0
-0.368472646,0.414060763,0
-0.006327031,-0.642824012,0
1.454811382,-0.124915106,0
-0.001871532,-0.456986562,0
0.382396118,0.350938873,0
0.426739676,-0.939992137,0
0.455661119,-2.336205551,0
-1.796034628,0.986192543,0
-1.968466527,-0.767226404,0
0.6124148,-2.760337431,0
0.708176378,0.919363515,0
-1.187461735,-0.880747487,0
-0.737285892,-0.206978475,0
-0.585121917,-0.834523921,0
-1.233052172,-0.186002147,0
-1.124930564,-1.221179069,0
1.614770276,-0.449658509,0
0.481002727,-0.596346326,0
-2.023233813,-2.238031345,0
0.144169862,-0.568531716,0
0.367195399,-1.101684875,0
-0.318270145,-1.68155364,0
0.034070647,0.693537742,0
-0.156219766,-0.215590784,0
-0.398939518,-0.558437503,0
-1.360961571,0.336341332,0
-2.218697545,-1.071897742,0
-0.825274725,-1.432200747,0
-1.596606919,0.003293747,0
-0.63898604,-0.897823453,0
0.126075173,-1.181489599,0
-0.266912332,-0.151068693,0
0.068521701,-0.925093754,0
-0.905978539,0.307991623,0
-1.491422409,-0.583877414,0
-0.879773688,0.155146931,0
-1.582328596,-0.345135939,0
-0.566351386,0.685486932,0
-2.242244489,0.099453687,0
0.011417282,-1.144800838,0
-1.808195778,0.781060065,0
-0.538159535,-1.640134334,0
0.308975935,-0.330037475,0
-1.281567259,-0.941777763,0
-0.284614955,-0.240211967,0
-1.182449305,-0.890069932,0
-0.4572161,-1.299517485,0
0.801772975,-2.528219365,0
-0.065347588,-0.508177118,0
-0.156091263,-0.090531048,0
-0.665108386,-1.184484648,0
0.070993991,-0.52769124,0
0.829432551,-2.20250708,0
-1.297452343,-0.425502424,0
0.5801489,-0.734997272,0
-0.144524186,0.733244695,0
-1.251966764,1.533799181,0
-0.227423803,-0.692530111,0
-1.279402949,0.483265212,0
-0.922082525,-2.102429595,0
0.012007249,-1.214557402,0
-0.778465958,-1.73712426,0
0.064163103,-0.734389917,0
-0.843497292,0.250283756,0
-0.549673689,-1.216695481,0
-0.332721526,-0.735344241,0
-0.707333989,-0.516650849,0
-0.909374276,-0.677744026,0
0.225147422,-1.153724234,0
-0.703061373,-0.751358785,0
-0.375232354,-0.666445443,0
0.228202029,-0.711917534,0
-1.356875164,0.159029409,0
0.704320375,-0.206092713,0
0.32268655,-2.500558908,0
-0.740297392,-1.43753927,0
-1.222117264,-0.515781994,0
-0.478041474,-1.12424182,0
-1.399513274,-0.757357545,0
-0.316614478,0.3955923,0
-0.418207212,-0.421303657,0
-0.389475378,0.273119373,0
-0.75143011,-2.26005615,0
-0.526110294,-1.414149474,0
-1.053381192,-0.042977062,0
0.293666319,0.545949081,0
-0.915536014,-0.385966106,0
1.124143998,-1.989617399,0
0.049614125,0.034411659,0
0.515692493,-1.823320417,0
0.533298845,-1.120509486,0
0.673465648,-0.959786989,0
0.354240877,-1.366961689,0
-1.206351495,0.382498781,0
0.123661561,0.126117458,0
0.300226345,-0.92636034,0
-0.422718855,-0.155152005,0
-0.369559089,0.545518715,0
-0.965657482,0.25046111,0
0.196127436,-1.844081238,0
-0.923029327,-2.212824089,0
-0.0315376,0.989394704,0
-1.079240699,0.859326679,0
-0.702091818,0.631376176,0
-1.085797895,0.316615364,0
0.38762127,-1.222468571,0
-0.359061988,-0.1602957,0
-2.602511694,-0.390567497,0
1.00081777,-1.409284688,0
0.65303463,-0.414551483,0
-1.016204652,-1.74707491,0
-0.421092584,-0.847830634,0
0.934305107,0.28924798,0
-0.708587147,-0.274662453,0
-0.812503163,-0.297786134,0
0.943609449,-2.733365672,0
-0.498134301,-0.433535851,0
-0.467919793,-0.828983433,0
-0.42962263,0.559342582,0
-1.525794161,-1.083736082,0
0.390130902,-0.676052822,0
0.129648311,-0.993900988,0
-1.556308563,0.74850016,0
-2.197773486,-1.977731041,0
0.347193568,-0.016719396,0
-0.666550907,-1.378444845,0
0.974048793,-1.113744563,0
0.60539173,-2.020867201,0
-0.74727467,-0.657073305,0
-0.377630338,-1.058843478,0
-0.47655955,0.175292325,0
-0.491753329,-0.69134122,0
-1.147729549,0.247064794,0
-0.738399139,-1.876379514,0
-0.821985367,1.7934,0
-0.538733961,0.050417623,0
-1.10612778,0.600003753,0
-1.081758023,-0.472746304,0
-1.603987906,0.947742143,0
0.448949937,-0.737213761,0
0.309583153,-1.053591553,0
-1.343253204,-0.988912049,0
-0.112766321,-1.334661325,0
-0.102345161,-0.684001768,0
-0.223852642,-0.608360056,0
0.45130835,0.211088341,0
0.083854716,-0.599055397,0
-0.179475268,0.203765854,0
-0.493531184,-0.752422027,0
-2.795689018,0.051556777,0
-0.890389852,0.434167874,0
-0.367944878,0.413175171,0
-0.269142401,-2.941436654,0
0.326941592,-0.679612785,0
-0.458511919,-0.528412736,0
-1.409006714,-0.547244234,0
-1.070263563,0.668929187,0
-1.226817866,0.634936701,0
-1.311333305,0.589562047,0
-0.090711842,-2.082800319,0
-0.378416809,0.502280404,0
-1.229712743,0.968825283,0
0.130062803,-0.332619118,0
-0.533900999,-1.689735027,0
-1.251675513,0.012216708,0
-0.602602116,-0.612799156,0
-0.627578465,-0.970060716,0
-0.800133246,-0.333425663,0
0.339403088,-0.620906408,0
0.935020526,-0.449605813,0
-1.030543221,0.589324932,0
0.264098969,-0.292538946,0
0.245307951,-1.215925922,0
0.20171578,-3.446481877,0
0.559811809,-1.71114761,0
-0.797724941,-0.792150994,0
