"","A","Y","C","W","L","U"
"45",3.89736841458756,1.7773227717219,1,1,1,1
"46",1.12993969024258,4.33585153178535,1,0,1,1
"47",-0.0805111898310815,2.9481231969509,0,0,1,1
"48",0.874548909607112,1.52071025325008,0,0,0,0
"49",1.55014494531706,0.961220852125649,0,0,0,0
"50",0.50984313362596,0.78033074395896,0,0,0,0
"51",0.837741897172874,0.236171993369779,0,0,0,0
"52",-0.070445140629073,1.16799845546374,1,0,1,1
"53",4.22221402208995,-0.626873298207947,0,1,0,0
"54",-0.263093919195552,0.785958654834266,0,0,0,0
"55",4.9757786200218,-1.09027271133405,1,1,0,0
"56",0.30480004520871,3.04338587473325,0,0,1,1
"57",-0.556083619469292,2.37657524162392,1,0,1,1
"58",5.72173370583449,0.755635513116478,1,1,0,0
"59",5.82425692037769,-0.479255832829702,1,1,0,0
"60",3.70794928254411,0.0493171019577569,1,1,0,0
"61",4.46648796852093,3.97748839877867,1,1,1,1
"62",4.0548208545262,2.88541279515084,1,1,1,1
"63",-0.160539830913659,3.48102938280502,0,0,1,1
"64",3.52140971038843,1.57511981990581,1,1,1,1
"65",-0.35147551999164,0.758954053701076,0,0,0,0
"66",0.706120249608481,4.76566036341524,1,0,1,1
"67",2.32856091002074,2.26681894471422,0,0,1,1
"68",-0.299477764301651,3.15938729150354,1,0,1,1
"69",4.43643805000724,-1.12824462841213,1,1,0,0
"70",-0.241768083237449,4.32717565045244,1,0,1,1
"71",0.882963476456081,-1.63696604069272,0,0,0,0
"72",3.39926515713531,2.8982240863829,0,1,0,1
"73",3.12629644528661,1.11892308195504,0,1,0,0
"74",5.02648681466223,1.56762742149151,0,1,1,1
"75",0.952901899439593,3.91531923389749,1,0,1,1
"76",2.74701434643195,0.0514778903285435,0,1,0,0
"77",4.19746067926501,1.12208401922932,1,1,0,0
"78",1.29219724523263,3.16740249203402,1,0,1,1
"79",5.42906480108191,0.241094692175847,0,1,0,0
"80",3.55086504128391,0.112365250515985,1,1,0,0
"81",-0.767674328581577,4.17414123113442,1,0,1,1
"82",6.39669420375198,0.891423026159832,1,1,0,0
"83",3.7832112778647,-1.48597765109042,0,1,0,0
"84",4.29392627873511,3.82319286300402,0,1,1,1
"85",-0.280789262449955,1.20272407781996,0,0,0,0
"86",4.77724676972275,-0.594875972215659,0,1,0,0
"87",3.46892243079276,4.59780317311776,1,1,1,1
"88",0.822521903575868,2.65453334917142,0,0,1,1
"89",1.95464110550433,0.460546675873717,0,0,0,0
"90",0.272578313821527,-0.753748797256361,1,0,0,0
"91",2.33750809887572,0.0663400315941854,1,1,0,0
"92",-0.81246497840664,0.663589616076977,0,0,0,0
"93",4.11780117931685,0.886307751242971,0,1,0,0
"94",2.22303849316164,0.351740270582463,0,0,0,0
"95",-0.903324862855024,-0.45126837926611,0,0,0,0
"96",2.14795216094957,-0.10890277575066,0,1,0,0
"97",0.0218776289136065,4.02195273212453,1,0,1,1
"98",-0.215798792933181,0.259153873998724,0,0,0,0
"99",3.99520811419216,3.09527849956006,1,1,1,1
"100",-0.162045550717983,-0.67561930037305,0,0,0,0
"101",3.49876193864321,1.29199740195338,1,1,1,1
"102",5.76952998449837,-1.17899528749069,1,1,0,0
"103",3.86710783766524,5.10574456606024,1,1,1,1
"104",3.16958857916596,3.08752747246141,1,1,1,1
"105",-0.731292210729469,1.92354818903196,0,0,1,1
"106",3.16203788748099,2.25278718287636,0,1,1,1
"107",0.276738848160809,3.77024055840384,0,0,1,1
"108",4.91212703118338,0.205919484031473,0,1,0,0
"109",3.10604102168933,4.77043689954113,1,1,1,1
"110",1.52297663510302,0.0434750608758344,1,0,1,0
"111",-0.129768067706155,-1.22536859278261,1,0,1,0
"112",2.83886910014885,0.118197489747972,1,1,0,0
"113",4.00734389064121,2.78604691509024,1,1,1,1
"114",-1.32959195971028,0.346772979592757,1,0,1,0
"115",2.84002248681499,4.74364141359272,1,1,1,1
"116",3.40901869571072,2.44269324865176,1,1,1,1
"117",3.33123539034438,0.912968444484838,1,1,1,1
"118",0.645712152068086,1.92318509685792,1,0,1,1
"119",-1.32592574919772,1.96423628565947,1,0,1,1
"120",5.68183822064494,3.10452090868405,1,1,0,1
"121",-1.56839336451822,2.67935918794385,1,0,1,1
"122",-0.893512464464568,0.204432304483519,0,0,0,0
"123",4.9081636130869,0.1636380549138,0,1,0,0
"124",1.79437610757723,4.37365223473942,0,0,1,1
"125",4.94797021945232,0.60707454721514,0,1,0,0
"126",6.83588769934043,3.87805345245009,1,1,1,1
"127",-0.181446375227239,3.26652478664778,0,0,1,1
"128",-1.0477308558935,4.16229887298069,0,0,1,1
"129",3.75155727283877,0.978005116866718,1,1,0,0
"130",4.47280428304689,2.29786552997918,1,1,1,1
"131",4.48868009742533,2.6663942652136,1,1,1,1
"132",4.89274385819097,3.23945406059407,1,1,1,1
"133",-0.0128370964339939,-0.395320700260299,0,0,0,0
"134",3.84288853754663,4.09835342084939,1,1,1,1
"135",6.14454969544182,-2.036070572126,1,1,0,0
"136",3.46035385874888,-0.11567384425971,0,1,0,0
"137",4.00393995297987,2.86241467533498,1,1,1,1
"138",-1.09419285884414,3.02984598411775,1,0,1,1
"139",5.68434645294315,-0.396739233597967,1,1,0,0
"140",3.26126729246338,0.0314331966164218,0,1,0,0
"141",1.206980256096,0.546406042819292,0,0,0,0
"142",2.95381182851225,-0.0688073226574775,0,1,0,0
"143",-1.49909506840754,0.815199522631209,0,0,0,0
"144",3.5969625901124,0.634234827670897,0,1,0,0
"145",5.23266812712647,4.09494281333293,1,1,1,1
"146",4.77876875138176,0.608091308499815,1,1,0,0
"147",-0.359247778594611,3.94404430162934,1,0,1,1
"148",-0.646799000501062,-0.336545494054299,0,0,0,0
"149",2.44536714449494,-0.852698877990032,0,0,0,0
"150",0.532372785512407,-1.05408238386845,0,0,0,0
"151",0.398506900957759,0.133509532749518,0,0,0,0
"152",0.0338594322495573,-1.33916380087892,0,0,0,0
"153",0.445666548659283,3.18326295057232,0,0,1,1
"154",3.77472208105207,4.12155346822508,0,1,1,1
"155",-0.00692773754300779,-1.43213952120897,1,0,0,0
"156",0.943219219873378,1.16816838749238,0,0,0,0
"157",1.09976388827784,0.670447291379781,0,0,0,0
"158",-0.291846348953942,3.28575436334969,1,0,1,1
"159",4.55626644365705,1.97429134139667,0,1,1,1
"160",-0.187332565681203,2.8006723183778,0,0,1,1
"161",0.760180591602797,0.219654360032829,0,0,0,0
"162",4.26231498215084,1.27671732571158,0,1,0,0
"163",5.81753839573387,2.56467023937219,1,1,1,1
"164",2.73713924157382,4.58942342027891,1,1,1,1
"165",4.8471127652454,2.81240400071779,1,1,1,1
"166",1.61165515909585,2.93510758275045,1,0,1,1
"167",0.262054224581513,3.6188532789232,1,0,1,1
"168",3.5684297100567,2.50620485554269,1,1,1,1
"169",4.36432904616232,5.74455596952829,1,1,1,1
"170",1.44681789501126,1.5458866424705,0,0,1,1
"171",3.87073645530391,0.710051149532583,1,1,0,0
"172",4.68099028234559,-0.913090133730976,0,1,0,0
"173",-0.307491175477703,4.56939903284393,1,0,1,1
"174",-0.505895343485575,-0.922101748527269,0,0,0,0
"175",0.648976740820305,2.43538014520081,0,0,0,0
"176",-0.669335962401235,1.79808346676442,1,0,1,1
"177",3.96565331749134,2.1440906422793,1,1,1,1
"178",5.60118987752675,3.37576260399895,1,1,1,1
"179",-0.59393062728348,2.16436416879129,1,0,1,1
"180",4.1188696368316,-1.19423135293311,0,1,0,0
"181",3.84544642827564,2.61898775107775,1,1,1,1
"182",3.72699797405303,2.23305439728344,1,1,1,1
"183",4.64016134835109,3.25240993764579,1,1,1,1
"184",-1.12106443755728,2.66095929273582,0,0,1,1
"185",0.909820679341389,1.44465790622852,0,0,0,0
"186",3.09373337079244,2.30520125329599,1,1,1,1
"187",-1.11538317708716,1.35295930123828,0,0,0,0
"188",-0.103264398594246,3.28711937809228,0,0,1,1
"189",3.74764497640255,2.68978002800984,1,1,1,1
"190",-0.437896735888782,1.62562247915622,0,0,1,1
"191",3.61505325487986,-0.19755347507762,0,1,0,0
"192",0.183452798861395,3.2073386600379,1,0,1,1
"193",5.07997393061985,2.41242810965722,1,1,1,1
"194",-0.413116645869147,2.64551944799328,0,0,1,1
"195",3.2720080180883,1.59828407903667,0,1,0,0
"196",1.36117581785714,-1.59345586588059,0,0,0,0
"197",4.60418493974965,-0.415526429673105,1,1,0,0
"198",4.36625040296117,-0.868126335660415,0,1,0,0
"199",2.80593675296761,1.40860915725819,1,1,0,0
"200",-0.0048979237789987,-0.628782632465315,1,0,0,0
"201",-1.95822471607096,1.32401770198346,0,0,0,0
"202",3.76690644668054,2.20538803417512,1,1,1,1
"203",3.61103707211104,-1.48679296485472,1,1,0,0
"204",4.2274609023663,2.78546691434913,1,1,1,1
"205",2.95798482475656,0.13451326547323,1,1,0,0
"206",3.80571271910716,2.70873262888097,1,1,1,1
"207",-1.3709467385972,1.04843117744916,0,0,0,0
"208",3.86981846125465,0.211214962626256,0,1,0,0
"209",4.08695632714267,-0.236660135834818,0,1,0,0
"210",4.42744858149327,-0.470635080499201,1,1,0,0
"211",-0.762753985134509,-1.03416968576523,0,0,0,0
"212",0.290386240104232,-0.454898136266245,0,0,0,0
"213",-1.30610484968063,2.74745185370522,0,0,1,1
"214",3.54058386441966,1.56693758343537,1,1,1,1
"215",0.183401710081665,2.56636536983989,1,0,1,1
"216",3.55536663695849,-1.08585737708368,1,1,0,0
"217",5.02176216947416,-0.687823272447775,1,1,0,0
"218",7.5563522080847,3.15263181391147,1,1,1,1
"219",4.32176175480933,0.249973616713645,1,1,0,0
"220",5.49469666884906,2.84889754946404,1,1,1,1
"221",2.56122930633512,3.94136415670854,1,1,1,1
"222",-1.11576257894564,0.603539429924235,1,0,1,1
"223",-0.204552313283728,2.76521555407276,0,0,1,1
"224",4.63888632712763,2.3368636550526,1,1,1,1
"225",5.07207085464491,3.76612666118587,1,1,1,1
"226",-1.11338663155014,0.781202468161397,0,0,0,0
"227",-0.298483723806586,2.33099060677621,0,0,1,1
"228",0.56176215164242,1.70054647548408,0,0,0,0
"229",4.04815650609668,-0.0725263644755638,0,1,0,0
"230",-0.232847444575905,-0.60311354200979,0,0,0,0
"231",-2.52820653121638,0.136806937907017,0,0,0,0
"232",-0.0848829393489293,-0.235065777338656,0,0,0,0
"233",-0.234764471539047,-0.920263360067318,0,0,0,0
"234",3.93240961943856,1.17567724304921,1,1,1,1
"235",4.70086143307156,3.14395756797581,1,1,1,1
"236",0.200330485877775,4.20387834172109,0,0,1,1
"237",4.40015846553942,-0.156970553868908,0,1,0,0
"238",0.472840033767857,-0.638633532971153,0,0,0,0
"239",2.08095759038059,2.47853540479781,1,0,1,1
"240",-0.0989596780353053,-1.69420031368998,1,0,1,0
"241",4.38206123577681,1.71991898429985,0,1,1,1
"242",-0.938117341804747,-2.10398086678747,0,0,0,0
"243",-0.644064328956351,0.513387274411175,0,0,0,0
"244",1.46877089590355,3.05566455801015,1,0,1,1
"245",2.21304720635477,2.48947115135887,0,0,1,1
"246",3.9409724490916,2.23809209736269,1,1,1,1
"247",3.55303370713768,1.53080158179886,0,1,0,0
"248",-0.00809943313556852,0.71961951613679,1,0,1,1
"249",1.31920597735092,3.61021690318665,0,0,1,1
"250",0.566578178633369,3.62708389387134,1,0,1,1
"251",3.52833571145045,-0.352881973265868,0,1,0,0
"252",4.41141123894456,-1.18528670229949,0,1,0,0
"253",0.698274651342669,2.05557167420422,0,0,1,1
"254",-0.199542696834091,-0.0847726384371547,0,0,0,0
"255",-0.899325641904627,3.26864791209919,0,0,1,1
"256",0.874612219862071,-1.8716846067061,0,0,0,0
"257",4.35534812880609,2.46602037548307,1,1,1,1
"258",3.731795068547,0.221665469228089,0,1,0,0
"259",0.410373021618755,3.26541477033542,1,0,1,1
"260",5.24146855823786,-0.147398928333019,1,1,0,0
"261",0.23710665336667,4.22408563310465,1,0,1,1
"262",4.81939312814045,1.11615095166759,1,1,0,0
"263",1.28516555891171,3.40005651997076,0,0,1,1
"264",3.61489881635384,-0.805963856977929,1,1,0,0
"265",1.22634619491375,4.23927896625168,1,0,1,1
"266",3.13102669785822,0.051443501448852,0,1,1,0
"267",3.99480247877848,3.11146511420013,1,1,1,1
"268",3.90347785569799,2.69702617791842,1,1,1,1
"269",4.9008560570817,0.266826712007353,0,1,0,0
"270",5.20686516744372,2.51743781549879,1,1,1,1
"271",5.1722494562416,2.94222224639283,1,1,1,1
"272",3.52516666783374,1.54200261011244,1,1,1,1
"273",3.58725889388866,-0.557747728799767,1,1,0,0
"274",4.83125381410516,0.498934145393728,0,1,0,0
"275",-0.259059392077144,-1.91467248463081,0,0,0,0
"276",-0.244758404534213,3.74065051788466,0,0,1,1
"277",4.51049017062758,-0.312160949439705,1,1,0,0
"278",-1.25329180995623,0.654815207391254,0,0,0,0
"279",5.49212724318332,2.39075942203703,1,1,1,1
"280",-1.70685337608055,1.89918182547652,0,0,1,1
"281",0.960254645087214,2.48943290522017,0,0,0,0
"282",3.08927971464258,2.26505363117485,0,1,0,1
"283",2.09003182455619,4.51515054684055,0,0,1,1
"284",-0.899853298926392,0.812848385391816,0,0,1,1
"285",3.97773135129203,1.68139177491001,0,1,0,0
"286",0.936963795878785,-0.882019104568934,0,0,0,0
"287",4.8234141629571,-1.37964020070916,1,1,0,0
"288",4.49657247298904,0.290873453343825,0,1,0,0
"289",-0.02269159153877,-2.94202083735828,1,0,0,0
"290",4.25155760588263,3.33062460180479,1,1,1,1
"291",-0.355784461166014,3.31251745151723,1,0,1,1
"292",0.241860410702917,-0.0668639838533781,0,0,0,0
"293",4.48316613312317,1.00808346188107,1,1,0,0
"294",-0.769323622779734,3.50791187183977,1,0,1,1
"295",0.506157635438538,2.92788476953841,1,0,1,1
"296",4.19531567093705,0.427642140385069,1,1,0,0
"297",3.33653039467505,-0.866758210853534,0,1,0,0
"298",0.311048785658227,-4.05322826216181,0,0,0,0
"299",0.290725698960081,1.30089141731526,0,0,0,0
"300",-0.143713241273781,4.10953229163758,1,0,1,1
"301",0.0258488216212527,2.0318771268202,1,0,1,1
"302",1.19380316993388,3.32758901359687,1,0,1,1
"303",5.07416869252244,-0.712022923425297,1,1,0,0
"304",2.79048432591439,1.28656391346707,1,1,1,1
"305",-0.158120099031376,2.75611600526451,0,0,1,1
"306",0.0610559335655317,3.60249452322525,0,0,1,1
"307",0.165540177679944,1.66388271170259,0,0,0,0
"308",3.70645528227598,-1.86513504325825,1,1,0,0
"309",3.68471877696523,3.3623899473504,1,1,1,1
"310",-0.38594359806932,3.76762178867818,1,0,1,1
"311",-1.01284222588941,1.24771978485961,0,0,1,1
"312",4.23403688342051,3.40659204287975,1,1,1,1
"313",0.59564985460617,3.23832128761194,0,0,1,1
"314",-0.947741458967831,1.05885607063647,1,0,0,0
"315",2.05512343052083,2.93658960758324,0,0,1,1
"316",-0.248755850810632,5.20212344621276,0,0,1,1
"317",3.45592771847689,-1.17193192699153,1,1,0,0
"318",4.73505450507535,1.18100006563157,1,1,0,0
"319",4.07245193787926,4.13335409608182,0,1,0,1
"320",1.95231582293351,3.93713261993206,0,1,0,1
"321",-0.0697036800935758,3.21941677208489,0,0,1,1
"322",3.98823182563492,-1.70395259498057,1,1,0,0
"323",3.37371371286327,1.13588056333693,0,1,0,0
"324",0.897471423507181,-0.23979731742376,0,0,0,0
"325",5.43724949627624,-3.19636636678769,1,1,0,0
"326",3.20133213113746,1.93210996502051,1,1,1,1
"327",0.271896567514103,2.57706503118775,0,0,1,1
"328",3.45823869396559,0.671872049336004,1,1,0,0
"329",-2.15500338155466,-0.215629503832695,0,0,1,1
"330",4.32798441088242,3.30803743867584,1,1,1,1
"331",3.96889740102664,1.43568538796642,1,1,0,0
"332",2.62433440681079,3.38485505064728,1,1,1,1
"333",4.46110737443821,2.08432886551167,1,1,1,1
"334",4.14683715213081,0.615719966403304,1,1,0,0
"335",4.04203990166143,2.3981559673002,1,1,1,1
"336",-1.10782105473182,0.395766220705739,0,0,0,0
"337",-0.408499140758135,3.00732858699744,0,0,0,1
"338",0.966663009707878,4.59253304351311,1,0,1,1
"339",3.65462313997525,1.83837955232794,1,1,0,0
"340",1.54995729565378,1.00860458216271,0,0,1,1
"341",4.06031297662906,3.57067888667837,1,1,1,1
"342",-0.353303675622269,2.78877443508321,0,0,1,1
"343",0.873254173946774,0.20316582987755,0,0,0,0
"344",-0.356513772279994,3.14072892683502,0,0,1,1
"345",-1.07856752190544,0.0955118039320133,1,0,1,0
"346",4.31144380555934,-0.14833900146737,0,1,0,0
"347",4.5748927371942,2.20072747131652,1,1,1,1
"348",4.84223274529635,2.65271839926486,1,1,1,1
"349",-0.136845101326815,-0.568284916227657,0,0,0,0
"350",0.233741480728999,-0.261334747653856,1,0,0,0
"351",-0.941146122776877,0.665478424050261,0,0,0,0
"352",0.764615357155346,3.03634501430491,0,0,1,1
"353",0.810614442086716,-2.03873406735566,1,0,0,0
"354",-0.838720939191358,2.40202766309399,0,0,1,1
"355",3.83173123665406,2.7966216316157,1,1,1,1
"356",1.86729023207916,2.6937225609564,1,1,1,1
"357",3.10367537714592,3.36457456303236,1,1,1,1
"358",2.80952072942062,4.64404189349538,1,1,1,1
"359",1.87256919948438,0.265185681261134,0,0,0,0
"360",-2.15271322125713,1.89765281693414,0,0,0,0
"361",3.53618855933692,3.79774457280527,1,1,1,1
"362",-0.842713886151594,2.39932142609334,1,0,1,1
"363",3.35089345903051,1.79313100105324,1,1,1,1
"364",0.175000346079064,3.22054658477943,1,0,1,1
"365",5.16911498209205,1.11593022236658,0,1,0,0
"366",0.744750192193859,-0.572528167201135,0,0,0,0
"367",5.00313595752499,-1.33075495702773,1,1,0,0
"368",3.74713252432687,3.03765480286327,1,1,1,1
"369",4.81776688597264,-1.94914803724473,0,1,0,0
"370",0.631764132596276,-0.714222059368557,0,0,0,0
"371",3.64556529971126,2.77864003082671,1,1,1,1
"372",4.66890115356999,2.07120928127232,1,1,1,1
"373",-1.45230422447402,-0.276200196762198,0,0,0,0
"374",3.72319797262348,3.86955968551111,0,1,1,1
"375",3.13327354471793,1.31160689115944,0,1,0,0
"376",0.869807706933782,2.68185202065779,1,0,1,1
"377",3.67606842168122,0.174628119326465,1,1,0,0
"378",-1.7180771708333,2.59699408445232,0,0,1,1
"379",3.60399404365186,0.902882517961067,1,1,0,0
"380",3.58222262723727,2.72330385402994,1,1,1,1
"381",0.0818660456218168,2.96130813230224,0,0,1,1
"382",5.86003423343606,0.0596577065900702,1,1,0,0
"383",1.21707716500861,2.2050562396666,1,0,1,1
"384",4.96293099797627,1.04016056026176,1,1,1,1
"385",4.36066625752929,1.41518407724807,0,1,0,0
"386",2.72663109235007,0.124201983780628,0,1,0,0
"387",0.753756830469253,0.934485942360569,0,0,0,0
"388",0.428247204625872,0.321050125779291,0,0,0,0
"389",-1.53981490275515,-1.77005962533947,0,0,0,0
"390",0.938065371492113,3.27615162678739,0,0,1,1
"391",4.41958269030553,1.10127026277761,1,1,0,0
"392",3.74416799575293,0.0852064523325752,1,1,0,0
"393",-0.794750800392821,3.63440279095003,0,0,1,1
"394",-0.671106866022392,-0.213445859477596,0,0,0,0
"395",5.76962077266524,-2.17191828071062,0,1,0,0
"396",-0.427694338261162,3.1538010995004,0,0,1,1
"397",-1.3661587308071,0.78674633396589,1,0,0,0
"398",4.80091105932082,2.58596482161278,1,1,1,1
"399",4.26126474800489,-1.40202894104546,0,1,0,0
"400",4.04571565036409,4.24973020611936,1,1,1,1
"401",1.29439470719301,4.40140066780235,1,0,1,1
"402",4.76457973355938,0.0617081671694249,1,1,1,0
"403",-0.528225362742963,3.15286390794098,0,0,1,1
"404",4.358671612518,-1.05106925629015,1,1,1,0
"405",2.724233655708,-0.0720127084178666,1,1,0,0
"406",4.56496167496931,0.147353129512251,0,1,0,0
"407",3.8018581067105,0.26579030521859,0,1,0,0
"408",4.18238731622523,-0.727826310905891,1,1,1,0
"409",5.46129602370758,4.19627003494996,1,1,1,1
"410",5.1726555656571,4.9045466228583,1,1,1,1
"411",0.830257973246291,3.41141982792963,1,0,1,1
"412",-1.14255036605781,-0.734820137148399,0,0,0,0
"413",0.0944826951119509,0.379927047431577,0,0,0,0
"414",5.64560217277606,0.129737545143035,0,1,0,0
"415",-0.770689153130538,2.48512855013693,1,0,1,1
"416",5.15926986674365,-0.533908982221924,0,1,0,0
"417",1.60322251507421,-1.6713796709245,0,0,0,0
"418",-1.27250354911575,-0.178440229899196,0,0,0,0
"419",4.34602063888854,3.05887948438598,0,1,1,1
"420",-1.41352667614399,2.71930047179853,1,0,1,1
"421",4.87402313799474,3.59707225851601,1,1,1,1
"422",5.29283100505936,2.60043539261009,1,1,0,1
"423",-1.65112349387714,1.83224603367825,1,0,1,1
"424",3.27182817076211,-1.60374251616813,0,1,0,0
"425",4.68075831256872,0.174503412381012,0,1,0,0
"426",2.47903752533371,3.52222405576526,0,1,1,1
"427",4.04839261099706,0.0938019469481112,1,1,0,0
"428",-0.798217164575987,2.3213094127196,0,0,1,1
"429",-1.02068495695997,2.59738384220378,1,0,1,1
"430",3.15283169570284,2.19722686939667,1,1,1,1
"431",3.53323885351719,0.785125387036654,1,1,0,0
"432",3.95294669524248,0.0919284099328671,1,1,1,0
"433",4.24912454352968,4.56971406486923,1,1,1,1
"434",-0.776410639851025,-0.0230639236916285,0,0,0,0
"435",0.933998563294654,3.78415491759282,0,0,1,1
"436",2.50864606502744,0.848459988323007,0,0,0,0
"437",4.7962401389078,-0.441180432007123,0,1,0,0
"438",0.213619917036666,2.1972781967369,0,0,1,1
"439",5.63116231233118,0.32330760078137,0,1,0,0
"440",2.92589068462956,0.857375153272622,0,1,0,0
"441",3.61436693072177,3.32759791410274,1,1,1,1
"442",0.801057012799905,1.98906686360238,0,0,0,0
"443",3.29727747968022,-2.39237237056462,0,1,0,0
"444",3.94080350286589,1.79911908402369,1,1,1,1
"445",2.9496404464468,0.954727958469447,0,1,0,0
"446",2.7056176909286,0.297952547326735,0,1,0,0
"447",3.86584720338505,3.6825171496352,1,1,1,1
"448",-0.0930831528774943,1.65677193947623,0,0,0,0
"449",0.913842899273998,5.00413517575428,1,0,1,1
"450",-0.90470404833068,0.341813570241372,0,0,0,0
"451",3.46657661983975,3.10908606511524,1,1,1,1
"452",2.89593598827029,-1.69601142919458,0,1,0,0
"453",-0.112821154411788,1.99272211037094,0,0,1,1
"454",0.138630245571726,1.62264290586308,0,0,0,0
"455",-0.333138623993232,0.187195221548581,0,0,0,0
"456",1.24529900350095,0.627986080289154,1,0,1,0
"457",-0.160723916359252,0.636198145519468,0,0,0,0
"458",4.23877613550434,2.35488697067085,1,1,1,1
"459",0.828909169825242,-0.158043555329147,0,0,0,0
"460",1.33794162934903,3.03598253857641,1,1,1,1
"461",-0.673376923102923,1.83308419810939,0,0,1,1
"462",4.04438381379274,0.455454992785319,1,1,0,0
"463",3.53747519902673,2.16866235967362,1,1,1,1
"464",2.8789124368861,1.09158757577565,0,1,0,0
"465",0.3724508237279,0.422418753219724,0,0,0,0
"466",-1.01526090991137,0.85077247550551,0,0,1,0
"467",-1.46102025542858,1.8018905212648,1,0,1,1
"468",2.90060243621107,3.7963154463871,1,1,1,1
"469",0.0651345898430855,3.45196328715058,1,0,1,1
"470",2.11031926352431,-0.461542397235318,1,1,0,0
"471",-1.08283971806613,0.17523455459882,0,0,1,0
"472",4.08701742685764,-0.215278197352448,0,1,0,0
"473",-0.125186030325497,0.549153219540927,0,0,0,0
"474",-0.260253589388114,2.52436427374484,0,0,1,1
"475",-1.19236020429931,0.829389591120317,0,0,0,0
"476",4.7477809315453,0.908190060279567,1,1,1,1
"477",4.78613820022453,1.64185207987383,1,1,1,1
"478",3.89327229027086,-2.04237832789806,1,1,0,0
"479",0.966214428680524,-0.88094158890686,0,0,0,0
"480",2.59973081130822,3.46017595123904,0,1,1,1
"481",3.11680421726255,0.904836974971518,1,1,0,0
"482",3.29835550805025,3.26241259305306,1,1,1,1
"483",2.69921771085225,-0.751160210680824,1,1,1,0
"484",3.51161175172195,-0.915390967197953,1,1,0,0
"485",2.90935400374389,4.08483249020266,1,1,1,1
"486",-0.265639374737302,1.12123290131604,0,0,1,1
"487",0.0302725648148295,-0.361497573810715,0,0,0,0
"488",-0.405912147735277,1.40357106196073,0,0,0,1
"489",0.0624046094272781,1.22878603717211,0,0,1,0
"490",4.23778524626493,1.26213880260629,1,1,1,1
"491",4.40496900181912,4.1194709728664,1,1,1,1
"492",4.25738786338194,0.35652876014334,0,1,0,0
"493",4.47942915980742,3.45323341176879,1,1,1,1
"494",3.98252935609707,-0.118797164869331,1,1,0,0
"495",0.276367856459621,-0.302145224439293,0,0,0,0
"496",-0.367195249244442,0.661595112735677,0,0,0,0
"497",2.50583728746745,1.42140432566374,1,1,1,1
"498",-2.1248311692675,3.31011554331909,1,0,1,1
"499",-0.211671780474515,3.29248271774227,1,0,1,1
"500",3.42245307805967,1.20494201159112,0,1,0,0
"501",4.11649706535815,0.330543610934823,0,1,0,0
"502",3.11595911638227,0.296805454298922,0,1,0,0
"503",1.44596590653358,0.646975341844075,0,0,0,0
"504",-0.791738287666445,3.08858096643661,1,0,1,1
"505",0.568545487779629,0.0930451469598714,1,0,1,0
"506",5.84625451955963,-1.66139000236471,0,1,0,0
