"","A","Y","C","L","U"
"246",0.08985435872943,3.17707034705426,1,1,1
"247",3.76787878500001,-0.695768798461695,1,1,0
"248",0.660987097183271,3.16660178627928,1,1,1
"249",5.51196684436389,5.75332963145037,1,1,1
"250",2.39358175667884,4.60891287361029,1,1,1
"251",4.84379450476072,0.892684937578416,1,1,0
"252",4.70193222288791,2.43916731785035,1,1,0
"253",5.03551011098601,5.23590754386781,1,1,1
"254",-1.24173375292802,5.54352839293673,1,1,1
"255",5.99729593608237,0.46933470273919,1,1,0
"256",1.10632481427198,0.521210708078202,0,0,0
"257",0.874409115289386,4.50385814955311,0,1,1
"258",-0.54067408440175,0.800709954797246,0,0,0
"259",7.59010345735284,-0.643972018738756,1,1,0
"260",1.17125043496851,6.03847556135994,1,1,1
"261",1.24061347437954,4.80623872575201,1,1,1
"262",-1.20635370806762,7.35729001726033,1,1,1
"263",5.18265642538681,-0.479143155948779,1,1,0
"264",5.71817687774071,4.92428255417024,1,1,1
"265",4.28598669122486,4.97292882652234,1,1,1
"266",4.4789405515808,-0.0112525188001846,1,1,0
"267",3.85769350741669,-0.226242015759761,1,1,0
"268",5.55186337639144,5.04128286211632,1,1,1
"269",-0.891886287914017,5.92405334735004,1,1,1
"270",3.70023376662054,1.28177786389654,1,1,0
"271",4.01216255301025,-0.466429444220004,0,1,0
"272",-0.388249931077208,0.762644104010392,0,0,0
"273",4.51203604571991,5.18256559386789,1,1,1
"274",0.149850712725689,4.78751121063763,0,1,1
"275",-0.611282498734084,0.116283724911987,0,0,0
"276",2.10685071651703,1.85120340695704,1,0,0
"277",-0.71608334573725,-1.8668895691992,0,0,0
"278",-0.35436561679328,6.25345796069728,1,1,1
"279",6.94898241947077,-0.487960659783065,1,1,0
"280",-0.584340207413378,3.41534469206973,1,1,1
"281",4.0814830464462,0.0765680739619944,1,1,0
"282",1.25670835582578,1.19539115420635,0,0,0
"283",3.51783545185137,0.167143681022948,1,1,0
"284",2.62551801403767,-1.3614853857967,1,1,0
"285",-0.62630642711204,-0.732542431121972,0,0,0
"286",4.07110897598341,0.599186667909701,1,1,0
"287",5.17021814868378,5.71745547939564,1,1,1
"288",5.04119770455015,5.85476554788614,1,1,1
"289",4.58579278898343,-0.234654759355119,1,1,0
"290",1.4025447363433,5.99575784139406,1,1,1
"291",5.186149916582,5.0656931521247,1,1,1
"292",3.97447304495606,0.074174132976467,1,1,0
"293",4.96141158790697,6.34824130329936,1,1,1
"294",3.88341698318789,3.75856832385229,1,1,1
"295",0.334412862122875,5.63149118124146,1,1,1
"296",7.00659667549021,0.628816317209026,1,1,0
"297",-0.042671896113522,-0.335266918753676,0,0,0
"298",5.9242051898608,5.50404728795982,0,1,1
"299",3.84052193596971,-1.32303620819584,1,1,0
"300",5.39217769446098,4.19880073324157,1,1,1
"301",-0.0920105246621879,1.48902845811398,0,0,0
"302",-0.64696973411199,1.65653251487607,0,0,0
"303",6.33782215714547,-0.231234391280261,1,1,0
"304",0.00802220360414132,3.28337825614266,1,1,1
"305",-0.675096499000133,0.578273758173506,0,0,0
"306",0.00979065309730809,1.0854660941473,1,0,0
"307",3.99243347915438,-1.46317744746444,1,1,0
"308",5.35589026750904,4.57921921671613,1,1,1
"309",-0.482257206198271,-1.12862553244756,0,0,0
"310",-0.700338962319027,4.72570512739903,1,1,1
"311",-0.176219927139958,-0.131017417893081,0,0,0
"312",4.185839858895,3.94406362693384,1,1,1
"313",1.50476476253048,-0.626916548114612,0,0,0
"314",1.3372687880172,-1.62568758637221,0,0,0
"315",-0.97881738765502,5.50605544922591,1,1,1
"316",3.85850614408634,3.59995542922378,1,1,1
"317",4.36159620484611,5.5760772636096,1,1,1
"318",-0.494599927317059,1.08494772644391,1,1,0
"319",4.92498215634819,4.57544733576574,1,1,1
"320",0.423305687116357,-0.225914021212794,0,0,0
"321",4.32121738818333,-1.42323092365462,1,1,0
"322",4.46605152651059,-0.696676644017384,1,1,0
"323",0.55140624513841,4.09220367822258,1,1,1
"324",0.433148890396674,-0.615958937282384,0,0,0
"325",-1.58749715376571,4.78457821256631,0,1,1
"326",4.17876260918618,4.07083966308869,1,1,1
"327",5.68363411130634,5.50972530371697,1,1,1
"328",5.58074441036533,6.32065057929594,1,1,1
"329",5.37406228692174,3.25033852009146,1,1,1
"330",1.29820707031699,4.35052292757919,1,1,1
"331",-0.999707417869486,1.54035991338212,0,0,0
"332",-0.123067155300503,0.0859914552715367,0,0,0
"333",0.0674440754486317,0.116702891787563,1,1,0
"334",5.48633337426203,4.27937110692781,1,1,1
"335",4.32338196891458,0.467359131688562,1,1,0
"336",5.82642778810057,6.60850773559784,1,1,1
"337",-0.327691819404436,-0.465804108286316,1,0,0
"338",5.43315752735207,0.903478772087347,1,1,0
"339",4.62888851850858,-1.00709849814973,1,1,0
"340",1.88708307204654,-0.140732014789639,0,0,0
"341",0.123279834075258,0.0742652339965772,0,0,0
"342",0.635681080637408,0.0778496944737962,1,0,0
"343",0.789136945682234,0.0478597004505954,1,0,0
"344",4.98189629136124,-0.143072015437479,1,1,0
"345",1.67411986355111,-0.375346853951478,0,0,0
"346",6.07581406012162,-0.931148022438215,1,1,0
"347",0.423942655981058,1.81428446199595,0,0,0
"348",-0.140645472009824,3.27297065244257,1,1,1
"349",-1.16922883320624,4.63285688362833,1,1,1
"350",0.718415921298464,2.82213076970587,0,0,0
"351",-1.11898333447222,0.356611091580652,0,0,0
"352",2.26893339244499,5.65635468561987,1,1,1
"353",1.3495559646676,4.400094832465,1,1,1
"354",5.00587864499184,0.764136880482587,0,1,0
"355",0.899578112105775,5.07713928371096,1,1,1
"356",-1.04409913104473,1.092863032326,0,0,0
"357",-1.09790076014827,4.56480140802522,1,1,1
"358",3.62187808115906,5.51955908443018,1,1,1
"359",0.486564372228874,4.95817428399496,1,1,1
"360",3.72471385674423,6.65609464108643,1,1,1
"361",6.65031195440736,0.167334573492653,1,1,0
"362",5.41178355827228,-0.847966575400508,1,1,0
"363",6.26961237172448,5.28472347086237,1,1,1
"364",4.44635527116755,4.18065270538718,1,1,1
"365",5.5089838965294,1.56123665910472,0,1,0
"366",-0.495290857560478,5.02468777931097,1,1,1
"367",-0.0844167546578264,5.66410364282403,1,1,1
"368",0.359259518603272,6.52245953134882,1,1,1
"369",5.02142857597654,1.17958298253166,1,1,0
"370",5.66798937869848,4.63814594222385,1,1,1
"371",1.95173298600718,1.33900131601414,0,0,0
"372",0.563724412141662,0.46164833107928,0,0,0
"373",-1.32208739444477,6.01844914200208,1,1,1
"374",-0.770013896889538,-1.10534599443958,0,0,0
"375",0.435497311521319,-0.889468418531527,0,0,0
"376",0.539853969863107,0.169995981149881,0,0,0
"377",-0.581556101706979,4.84082473177563,1,1,1
"378",1.25419424073786,0.805818352325715,0,0,0
"379",-0.71383422789118,5.45220137126842,1,1,1
"380",-0.639592678738978,0.820654841693236,0,0,0
"381",2.00559741368175,4.58709300980613,1,1,1
"382",4.89032610887956,-0.233553662471456,1,1,0
"383",4.36446089629265,-1.44244381032763,1,1,0
"384",5.23389697229151,4.91397926730714,1,1,1
"385",-0.60952140384411,4.14979709503489,1,1,1
"386",0.297228718441595,0.225001839762944,1,0,0
"387",4.45180737993858,0.121606728581594,1,1,0
"388",1.11630197652413,-0.0455865123895783,0,0,0
"389",0.370831394388002,4.20859351755571,0,0,1
"390",3.22128725392311,0.857745502155803,1,1,0
"391",4.17918443791205,1.2115170411906,1,1,0
"392",3.88409676007697,-1.10688907000858,1,1,0
"393",5.66993815143476,4.9761685295102,1,1,1
"394",5.29175471780601,3.52707312982123,1,1,1
"395",-0.799516697470621,-0.883009818657589,1,0,0
"396",-1.1301677585636,-0.44130201032578,0,0,0
"397",0.675357502150449,-1.6098628537397,1,1,0
"398",3.78119533250671,-1.05609501278896,0,0,0
"399",5.60063845101451,-1.2930206672548,1,1,0
"400",-0.697373614300275,0.119590161383133,0,0,0
"401",0.291318445846183,6.40493816224389,1,1,1
"402",4.87229037804899,-0.602811655096775,1,1,0
"403",-0.592123127777846,0.855361238257648,0,0,0
"404",4.24279971011073,0.0112322560743805,1,1,0
"405",6.28050525166884,5.99866243984686,1,1,1
"406",2.18235716549151,6.16979064983838,1,1,1
"407",4.72647490569382,6.05342914318473,1,1,1
"408",3.17980205080365,0.180685719617297,0,0,0
"409",-0.697146179331663,-0.803784284120639,0,0,0
"410",3.576116838749,-0.254028006827059,1,1,0
"411",1.5109470100451,6.93638940154118,1,1,1
"412",4.87495044921477,0.777620183348126,1,1,0
"413",4.32642713949801,6.66139840003801,1,1,1
"414",4.83129532641857,5.13804612161603,1,1,1
"415",4.80239301570733,5.02117121840542,1,1,1
"416",4.60821943600805,3.99854335053044,1,1,1
"417",5.30873179139506,1.47272662044918,1,1,0
"418",1.21853580607254,-1.63386594550694,0,0,0
"419",0.62645353094492,4.47201357818313,1,1,1
"420",-0.763244186890749,5.01964203086588,1,1,1
"421",-0.90923860516126,5.75254619444389,1,1,1
"422",-2.27103554342,-0.306349820009099,0,0,0
"423",4.31928208605243,-0.123598985672763,1,1,0
"424",1.62355785907543,-0.975341745995428,0,0,0
"425",4.67756672612744,5.43082350406743,1,1,1
"426",4.10177548962208,4.89130186811593,1,1,1
"427",0.751962559359567,-1.2932834309992,0,0,0
"428",3.10296457566036,4.41645550210591,1,1,1
"429",-0.195247883190525,4.65026709169285,1,1,1
"430",5.25889736455059,4.85296175438405,1,1,1
"431",0.442512099988103,0.145875431657777,0,0,0
"432",-0.283888274841845,4.12339076713866,1,1,1
"433",4.95924258064387,-0.119210294309947,1,1,0
"434",-0.372431127548675,-0.603560411690776,0,0,0
"435",-0.124382951311967,-0.680479294423332,0,0,0
"436",0.556998636365937,0.107390241693742,0,0,0
"437",4.92333603574025,5.64165595264834,1,1,1
"438",3.35185930749675,0.403903679024896,1,1,0
"439",6.4474220771592,4.55137848724101,1,1,1
"440",3.95764550564595,0.103778437470327,1,1,0
"441",0.760635981775559,-1.1495004123569,0,0,0
"442",6.54473031185143,-0.905478015271612,1,1,0
"443",4.23664910971066,4.1954408312243,1,1,1
"444",0.580498563847831,-0.676785867948743,0,0,0
"445",3.74763788422465,3.27806716368363,1,1,1
"446",-0.52472558962336,0.380284614695386,0,0,0
"447",-0.84664870420177,5.09481460700885,0,0,1
"448",-0.489895988600406,-0.201709421197062,0,0,0
"449",7.10609476852713,4.99263963999213,1,1,1
"450",3.57850358621079,6.0860202589031,1,1,1
"451",-2.41751801581743,4.48011129914751,1,1,1
"452",4.82127522183013,0.510639717432013,1,1,0
"453",3.14380373054596,-0.491970981710768,1,1,0
"454",6.87116763461109,0.541725561445358,1,1,0
"455",4.76912273022187,6.58790350100865,1,1,1
"456",-0.109059958226516,1.2655280937219,0,0,0
"457",5.82518063721766,1.47317137468625,1,1,0
"458",-0.440474629390451,-0.397503579619649,0,1,0
"459",-0.873733100509783,5.20390682707105,1,1,1
"460",-0.185989426496388,-2.60846532681544,0,0,0
"461",4.31989538069133,5.58348938681184,1,1,1
"462",1.35893894668847,2.08648174055678,0,0,0
"463",0.315923921738037,5.22188047024519,0,1,1
"464",3.64035307981361,3.71734292739957,1,1,1
"465",0.26419459282018,4.67008296759786,1,1,1
"466",0.0639002176071971,-1.71151893135943,0,0,0
"467",3.10104483725294,0.926576146553213,1,1,0
"468",0.183715258886461,5.65633203367446,1,1,1
"469",0.239815703122957,5.89354296295561,1,1,1
"470",-0.798761167686803,3.62845250249223,1,1,1
"471",-0.0503094284676509,0.304774574088937,0,0,0
"472",4.73158487211165,-1.23821444043958,1,1,0
"473",1.82498905433458,-0.875405870123607,0,0,0
"474",0.374869882977409,1.01090389080991,0,0,0
"475",5.37904377818604,0.139973286729887,1,1,0
"476",1.26503801725543,4.83044986877982,1,1,1
"477",0.274542055328096,5.59788197321381,1,1,1
"478",5.89566480760196,6.30802795058681,1,1,1
"479",4.5827865252758,2.41845054542804,1,1,1
"480",3.71725915014526,4.32607439766734,1,1,1
"481",-0.838820661265943,4.85023805145443,1,1,1
"482",0.0642328112078265,0.097096160578609,0,0,0
"483",3.93046740364092,6.31499606491509,1,1,1
"484",4.71790090784288,4.84432708278894,1,1,1
"485",5.3169505582868,7.1553042249227,1,1,1
"486",3.77764394987983,3.92932856490018,1,1,1
"487",-0.0832344484487642,7.95670140085199,1,1,1
"488",3.47070613454792,4.00998900578004,1,1,1
"489",4.78305006781465,2.93698477883779,1,1,1
"490",3.78347587519335,4.232816995075,1,1,1
"491",0.787641564784924,2.43971581694198,1,1,0
"492",-1.55302267967265,-1.44053691336889,0,0,0
"493",4.56230224975128,-0.623623807711083,1,1,0
"494",6.48768823851739,-1.31769071177602,1,1,0
"495",0.435195913213807,0.153740714362247,0,0,0
"496",0.0682225221898113,1.66183654297913,0,0,0
"497",0.656920947929437,0.685066419018734,0,0,0
"498",4.94556149236739,2.76948064619462,1,1,1
"499",-1.80295948080353,0.100327904372558,0,0,0
"500",-0.412506049173853,4.81094304171223,1,1,1
"501",4.75579939451371,6.69047423714618,1,1,1
"502",5.08296481632088,0.564061520261911,1,1,0
"503",0.539866961553193,4.50770609649107,0,1,1
"504",5.52627120597277,4.20711124247692,1,1,1
"505",-0.923804295769572,-0.804240912650102,0,0,0
"506",6.09603618105612,5.94442864680711,1,1,1
"507",0.888903334088845,-0.528146906302709,0,0,0
"508",-2.05385555070022,4.49844099537534,1,1,1
"509",2.26602090518254,5.49588393995496,1,1,1
"510",0.53162168249486,5.61328358996972,1,1,1
"511",-1.22686861700261,1.5739093793834,0,0,0
"512",4.31792489471534,4.82198421292337,1,1,1
"513",0.468137438739158,5.02924456621168,1,1,1
"514",6.06756143159697,0.293836105440895,1,1,0
"515",-0.120286919967743,0.604079570011426,0,0,0
"516",-0.7098903786555,1.00782930266396,1,1,0
"517",-1.5795064834751,-0.442728509787491,0,0,0
"518",4.66630744052067,-1.13761699983127,1,1,0
"519",-1.24050081001714,6.33559741882013,1,1,1
"520",0.246559424410987,4.9663503675356,1,1,1
"521",5.45351391012613,2.09463107950957,1,1,0
"522",5.65368066668351,5.3252539167483,1,1,1
"523",0.40476335363226,1.89822720247481,0,0,0
"524",4.28356233658427,4.88838943198043,1,1,1
"525",0.696663846879013,-1.44302187045361,0,0,0
"526",4.41078904307654,4.12689944800812,0,1,1
"527",-0.835573423179326,0.0683926151957492,1,1,0
"528",-2.0160206355519,0.747885454017874,0,0,0
"529",-0.772199005407379,7.23585354466496,1,1,1
"530",1.40933609330382,-1.38546189159822,0,0,0
"531",-0.225347635579696,-0.61041660035845,0,0,0
"532",4.18765013251579,4.5241433039916,1,1,1
"533",-1.53804361738098,6.1967245136832,1,1,1
"534",0.0524865228869544,-0.853289215832543,0,0,0
"535",-0.0723570766588099,4.85838713437799,1,1,1
"536",-0.000502142016245242,-2.2519775675541,0,0,0
"537",-0.881444571889054,-0.231094283568661,0,0,0
"538",5.61661781667004,0.966732705277838,1,1,0
"539",0.115777680211631,5.53461764326102,1,1,1
"540",-1.12799975250323,-0.903944790292432,0,0,0
"541",1.02021578274,5.36709479904895,1,0,1
"542",4.45216667830473,-0.436655265175579,0,0,0
"543",1.47909489721455,3.20139333218888,1,1,1
"544",0.0366074911908203,5.96961836964237,1,1,1
"545",4.02022229831059,4.34529137432835,1,1,1
"546",-0.614235894396563,4.63991353074206,1,1,1
"547",4.1432526469312,0.294495309168151,1,1,0
